src_form,tgt_form,tgt_lang,meaning,sem_field,sem_cat,ID,Target_Form_ID,Target_Form_Row_ID,Target_WOLD_ID,Target_Language_ID_CLDF,Target_Glottocode,Source_Language,Source_Glottocode,Parameter_ID,Concepticon_ID,Concepticon_Gloss,Target_Borrowed,Target_Borrowed_Score,Borrowing_Comment,Borrowing_Source,label_loan,neg_type,pair_source,src_form_norm,tgt_form_norm,row_uid
tsjen,ciŋ,Thai,true,Emotions and values,Adjective,20960.0,Thai-16-66-1,56405.0,23.0,23.0,thai1261,Middle Chinese,midd1344,16-66,1657.0,TRUE,1. clearly borrowed,1.0,,,1,positive,wold_positive,tsjen,ciŋ,pos_0019958
aši·ksna,tuxsu,Yaqui,the stable or stall,Animals,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,aši·ksna,tuxsu,noncognate_external_0009068
drei,sol,Iraqw,the pan,Food and drink,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,drei,sol,noncognate_external_0004455
mgono,mgono,Swahili,the fish trap,Warfare and hunting,Noun,8595.0,Swahili-20-55-2,53256.0,1.0,1.0,swah1253,Zigua,zigu1242,20-55,389.0,FISH TRAP,3. perhaps borrowed,0.5,,,1,positive,wold_positive,mgono,mgono,pos_0008207
širdis,iю́ряхъ,Ket,the honey,Food and drink,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,širdis,iю́ряхъ,cognate_external_0007916
zubha,sùphaa,Thai,the judge,Law,Noun,21093.0,Thai-21-18-3,56693.0,23.0,23.0,thai1261,Sanskrit,sans1269,21-18,861.0,JUDGE,1. clearly borrowed,1.0,,,1,positive,wold_positive,zubha,sùphaa,pos_0020091
jœræk,ʂʉrɐq,Thai,the school,Cognition,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,jœræk,ʂʉrɐq,cognate_external_0006706
чурегмъ,herz,Selice Romani,the goose,Animals,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,чурегмъ,herz,cognate_external_0002655
kalipa,kalipa,Seychelles Creole,strong,The body,Adjective,19399.0,SeychellesCreole-4-81-3,50044.0,7.0,7.0,sese1246,Makua,makh1264,4-81,785.0,STRONG,1. clearly borrowed,1.0,,,1,positive,wold_positive,kalipa,kalipa,pos_0018463
sonne,алыҫ,Kanuri,the machine,Modern world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,sonne,алыҫ,noncognate_external_0003798
khjEu,hùpkhǎo,Thai,the valley,The physical world,Noun,20660.0,Thai-1-24-1,54778.0,23.0,23.0,thai1261,Middle Chinese,midd1344,1-24,921.0,VALLEY,5. no evidence for borrowing,0.0,,,1,positive,wold_positive,khjEu,hùpkhǎo,pos_0019658
tokje,туwуни́,Indonesian,the coat,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,tokje,туwуни́,cognate_external_0000212
джюрякъ,amardu,Old High German,the sock or stocking,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,джюрякъ,amardu,noncognate_external_0007608
mpira,impiirmo,Iraqw,the ball,Spatial relations,Noun,1708.0,Iraqw-12-83-1,19249.0,2.0,2.0,iraq1241,Swahili,swah1253,12-83,1845.0,BALL,1. clearly borrowed,1.0,,,1,positive,wold_positive,mpira,impiirmo,pos_0001672
mjək,àp,Selice Romani,blind,The body,Adjective,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mjək,àp,noncognate_external_0001463
xorɨ,jurjuk,Romanian,the field,Agriculture and vegetation,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,xorɨ,jurjuk,noncognate_external_0003194
puspusi,pusipusi,Kali'na,the cat,Animals,Noun,2793.0,Kalina-3-62-1,22004.0,38.0,38.0,gali1262,Sranan,sran1240,3-62,1208.0,CAT,1. clearly borrowed,1.0,,,1,positive,wold_positive,puspusi,pusipusi,pos_0002709
ásítoz-ik,ášítozinen,Selice Romani,to yawn,The body,Verb,338.0,SeliceRomani-4-52-1,48161.0,9.0,9.0,west2376,Hungarian,hung1274,4-52,1028.0,YAWN,1. clearly borrowed,1.0,,,1,positive,wold_positive,ásítoz-ik,ášítozinen,pos_0000330
þrír,jurak,Thai,the fish,Animals,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,þrír,jurak,noncognate_external_0000607
urɑ:χ,ašolt,Tarifiyt Berber,to build,Basic actions and technology,Verb,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,urɑ:χ,ašolt,noncognate_external_0002030
yarti,yartiwaji,Gurindji,the film/movie,Modern world,Noun,20094.0,Gurindji-23-62-1,10649.0,31.0,31.0,guri1247,Jaru,jaru1254,23-62,216.0,MOVIE,2. probably borrowed,0.75,,,1,positive,wold_positive,yarti,yartiwaji,pos_0019138
šahru,šahru,Archi,the town,Social and political relations,Noun,8838.0,Archi-19-15-1,1108.0,16.0,16.0,arch1244,Persian,west2369,19-15,1391.0,TOWN,1. clearly borrowed,1.0,,,1,positive,wold_positive,šahru,šahru,pos_0008435
tungkat,tuŋkat,Ceq Wong,the walking stick,Social and political relations,Noun,9280.0,CeqWong-19-25-1,5300.0,26.0,26.0,chew1245,Malay,stan1306,19-25,1296.0,WALKING STICK,1. clearly borrowed,1.0,,,1,positive,wold_positive,tungkat,tuŋkat,pos_0008873
tua-зо,širdis,English,the canoe,Motion,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,tua-зо,širdis,noncognate_external_0010381
*bdang,phanǎŋ,Thai,the wall,The house,Noun,20816.0,Thai-7-27-2,55587.0,23.0,23.0,thai1261,Proto-Mon-Khmer,,7-27,933.0,WALL (OF HOUSE),1. clearly borrowed,1.0,,,1,positive,wold_positive,*bdang,phanǎŋ,pos_0019814
bruder,drie,Bezhta,the chimney,The house,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,bruder,drie,noncognate_external_0003431
"神, shén",thần,Vietnamese,the god,Religion and belief,Noun,6800.0,Vietnamese-22-12-1,59714.0,24.0,24.0,viet1252,Chinese,mand1415,22-12,3231.0,DEITY,1. clearly borrowed,1.0,,,1,positive,wold_positive,"神, shén",thần,pos_0006488
elefante,elefaant,Q'eqchi',the elephant,Animals,Noun,3648.0,Qeqchi-3-77-1,40919.0,34.0,34.0,kekc1242,Spanish,stan1288,3-77,1290.0,ELEPHANT,1. clearly borrowed,1.0,,,1,positive,wold_positive,elefante,elefaant,pos_0003560
aši·ksna,akšə̑mə̑ms,Hausa,the government,Modern world,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,aši·ksna,akšə̑mə̑ms,cognate_external_0004056
sʉrəχ,jʉrǝk,Tarifiyt Berber,to command or order,Social and political relations,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,sʉrəχ,jʉrǝk,cognate_external_0000947
ɯrɑχ,häd ́žvä,English,the lake,The physical world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ɯrɑχ,häd ́žvä,noncognate_external_0009047
ɯrɑx,ɯrɑ:χ,Vietnamese,the wages,Possession,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ɯrɑx,ɯrɑ:χ,cognate_external_0008897
lêek,leb,White Hmong,the number,Modern world,Noun,7721.0,WhiteHmong-23-39-1,61254.0,25.0,25.0,hmon1333,Lao,laoo1244,23-39,1356.0,NUMBER,1. clearly borrowed,1.0,,,1,positive,wold_positive,lêek,leb,pos_0007339
mō[nǯ]ika,akšə,Hup,to become,Miscellaneous function words,Verb,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mō[nǯ]ika,akšə,noncognate_external_0003840
aksu,ɜraːχ,Tarifiyt Berber,strong,The body,Adjective,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,aksu,ɜraːχ,noncognate_external_0005070
ašolgavtoms,ašu,English,the chair,The house,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ašolgavtoms,ašu,cognate_external_0009041
ag,ˈpɤ̹̽ɱu˥,Imbabura Quechua,the shovel,Agriculture and vegetation,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ag,ˈpɤ̹̽ɱu˥,noncognate_external_0006130
qudus,kudus,Indonesian,holy,Religion and belief,Adjective,14626.0,Indonesian-22-19-2,18304.0,27.0,27.0,indo1316,Arabic,stan1318,22-19,1702.0,HOLY,1. clearly borrowed,1.0,,,1,positive,wold_positive,qudus,kudus,pos_0013966
ырах,čiabu,Vietnamese,the earthquake,The physical world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ырах,čiabu,noncognate_external_0006274
mundaɣa,ɨraːx,Zinacantán Tzotzil,to share,Possession,Verb,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mundaɣa,ɨraːx,noncognate_external_0000599
plemóni,plămân,Romanian,the lung,The body,Noun,11583.0,Romanian-4-441-1,43169.0,8.0,8.0,roma1327,Greek,mode1248,4-441,688.0,LUNG,2. probably borrowed,0.75,,,1,positive,wold_positive,plemóni,plămân,pos_0011037
əra:x,ɕyrɛ́k,Romanian,the grief,Emotions and values,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,əra:x,ɕyrɛ́k,noncognate_external_0010000
ɯrɑx,алыҫ,Indonesian,the boar,Animals,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ɯrɑx,алыҫ,cognate_external_0008817
Goodrich,kurririj,Gurindji,the car,Modern world,Noun,20406.0,Gurindji-23-14-1,10634.0,31.0,31.0,guri1247,English,stan1293,23-14,1111.0,CAR,2. probably borrowed,0.75,,,1,positive,wold_positive,Goodrich,kurririj,pos_0019408
abuelo,awilu,Imbabura Quechua,the grandfather,Kinship,Noun,16312.0,ImbaburaQuechua-2-46-1,15152.0,37.0,37.0,imba1240,Spanish,stan1288,2-46,1383.0,GRANDFATHER,1. clearly borrowed,1.0,,,1,positive,wold_positive,abuelo,awilu,pos_0015516
jørek,чире́,Thai,the telephone,Modern world,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,jørek,чире́,cognate_external_0006089
kerudung,kerudung,Indonesian,the veil,Clothing and grooming,Noun,9845.0,Indonesian-6-59-1,17074.0,27.0,27.0,indo1316,Balinese,bali1278,6-59,1151.0,VEIL,1. clearly borrowed,1.0,,,1,positive,wold_positive,kerudung,kerudung,pos_0009420
mölsü,tːʉ͡wʕɛ˥˩,Kali'na,the wheelbarrow,Basic actions and technology,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mölsü,tːʉ͡wʕɛ˥˩,noncognate_external_0000319
yiliyunung,yilying,Gurindji,the sound or noise,Sense perception,Noun,20000.0,Gurindji-15-44-1,10424.0,31.0,31.0,guri1247,Jaminjung,djam1255,15-44,1811.0,SOUND OR NOISE,2. probably borrowed,0.75,,,1,positive,wold_positive,yiliyunung,yilying,pos_0019044
ada,sʉrəχ,Indonesian,the shirt,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ada,sʉrəχ,noncognate_external_0000706
djөrәk,hʉrjax,Saramaccan,to accuse,Law,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,djөrәk,hʉrjax,cognate_external_0006609
abraçar,baasá,Saramaccan,to embrace,Emotions and values,Verb,4947.0,Saramaccan-16-3-1,47519.0,36.0,36.0,sara1340,Suriname Portuguese,,16-3,928.0,EMBRACE,1. clearly borrowed,1.0,,,1,positive,wold_positive,abraçar,baasá,pos_0004761
mírh,akša,Lower Sorbian,the rudder,Motion,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mírh,akša,noncognate_external_0002382
акшы͂лгы͂фты͂мс,sol,Tarifiyt Berber,to trade or barter,Possession,Verb,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,акшы͂лгы͂фты͂мс,sol,noncognate_external_0005597
ɣaba,řɣaƀəŧ,Tarifiyt Berber,the woods or forest,The physical world,Noun,5178.0,TarifiytBerber-1-41-1,1289.0,6.0,6.0,tari1263,Arabic (Moroccan),moro1292,1-41,420.0,FOREST,1. clearly borrowed,1.0,,,1,positive,wold_positive,ɣaba,řɣaƀəŧ,pos_0004936
jurak,ʨʏrek,Mapudungun,the lizard,Animals,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,jurak,ʨʏrek,cognate_external_0006876
cheminée,chimney,English,the chimney,The house,Noun,10252.0,English-7-33-1,7568.0,13.0,13.0,stan1293,French,stan1290,7-33,1305.0,CHIMNEY,1. clearly borrowed,1.0,,,1,positive,wold_positive,cheminée,chimney,pos_0009822
khapá,moukapa,Seychelles Creole,the turtle,Animals,Noun,19371.0,SeychellesCreole-3-98-4,49853.0,7.0,7.0,sese1246,Makua,makh1264,3-98,112.0,TURTLE,1. clearly borrowed,1.0,,,1,positive,wold_positive,khapá,moukapa,pos_0018443
batarejka,batarejka,Archi,the battery,Modern world,Noun,8929.0,Archi-23-175-1,1219.0,16.0,16.0,arch1244,Russian,russ1263,23-175,662.0,BATTERY,1. clearly borrowed,1.0,,,1,positive,wold_positive,batarejka,batarejka,pos_0008526
bal,řƀař,Tarifiyt Berber,the mind,Cognition,Noun,5655.0,TarifiytBerber-17-11-1,2617.0,6.0,6.0,tari1263,Arabic (Moroccan),moro1292,17-11,1562.0,MIND,1. clearly borrowed,1.0,,,1,positive,wold_positive,bal,řƀař,pos_0005378
khosha,he2shang,Mandarin Chinese,the priest,Religion and belief,Noun,20237.0,MandarinChinese-22-18-3,34094.0,22.0,22.0,mand1415,Unidentified,,22-18,852.0,PRIEST,1. clearly borrowed,1.0,,,1,positive,wold_positive,khosha,he2shang,pos_0019240
ribu,arìvo,Malagasy,a thousand,Quantity,Function word,3140.0,Malagasy-13-106-1,30351.0,28.0,28.0,plat1254,Malay,stan1306,13-106,1843.0,THOUSAND,1. clearly borrowed,1.0,,,1,positive,wold_positive,ribu,arìvo,pos_0003053
punition,pinisyon,Seychelles Creole,the penalty or punishment,Law,Noun,21603.0,SeychellesCreole-21-37-1,51448.0,7.0,7.0,sese1246,French,stan1290,21-37,390.0,PUNISHMENT,4. very little evidence for borrowing,0.25,,,1,positive,wold_positive,punition,pinisyon,pos_0020601
tign(j),tigaie,Romanian,the pan,Food and drink,Noun,11615.0,Romanian-5-28-1,43369.0,8.0,8.0,roma1327,Serbian,serb1264,5-28,31.0,PAN,1. clearly borrowed,1.0,,,1,positive,wold_positive,tign(j),tigaie,pos_0011069
túkschu,jurjak,Takia,the driver's license,Modern world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,túkschu,jurjak,noncognate_external_0000925
əráq,акша,Japanese,to believe,Cognition,Verb,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,əráq,акша,noncognate_external_0008188
akšu,akšana,Selice Romani,the grandmother,Kinship,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,akšu,akšana,cognate_external_0004982
mijelp,mijal,Gurindji,the good luck,Emotions and values,Noun,20018.0,Gurindji-16-18-1,10462.0,31.0,31.0,guri1247,Kriol,krio1252,16-18,720.0,GOOD LUCK,3. perhaps borrowed,0.5,,,1,positive,wold_positive,mijelp,mijal,pos_0019062
cāva,cave,English,the cave,The physical world,Noun,14668.0,English-1-28-1,6974.0,13.0,13.0,stan1293,Latin,,1-28,1155.0,CAVE,1. clearly borrowed,1.0,,,1,positive,wold_positive,cāva,cave,pos_0014008
tuγəkiːt,loup,Oroqen,the glass,Basic actions and technology,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,tuγəkiːt,loup,noncognate_external_0010530
čiabu,ašińe,Yaqui,the road,Motion,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,čiabu,ašińe,noncognate_external_0000445
wiki,wiiki,Iraqw,the week,Time,Noun,1710.0,Iraqw-14-61-1,19339.0,2.0,2.0,iraq1241,Swahili,swah1253,14-61,1469.0,WEEK,1. clearly borrowed,1.0,,,1,positive,wold_positive,wiki,wiiki,pos_0001674
szem,semo,Selice Romani,the grain,Agriculture and vegetation,Noun,571.0,SeliceRomani-8-42-2,48488.0,9.0,9.0,west2376,Hungarian,hung1274,8-42,605.0,GRAIN,1. clearly borrowed,1.0,,,1,positive,wold_positive,szem,semo,pos_0000559
nəmpv,ɨraːx,Romanian,the room,The house,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,nəmpv,ɨraːx,noncognate_external_0002655
ŧāniyatan,ŧanya,Tarifiyt Berber,again,Time,Function word,13751.0,TarifiytBerber-14-35-1,2469.0,6.0,6.0,tari1263,Classical Arabic,,14-35,204.0,AGAIN,1. clearly borrowed,1.0,,,1,positive,wold_positive,ŧāniyatan,ŧanya,pos_0013151
chupar,tjupá,Saramaccan,to suck,Food and drink,Verb,4665.0,Saramaccan-5-16-1,46912.0,36.0,36.0,sara1340,Suriname Portuguese,,5-16,1421.0,SUCK,1. clearly borrowed,1.0,,,1,positive,wold_positive,chupar,tjupá,pos_0004533
ašulgaftums,aši͔ńe,Kanuri,the vagina,The body,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ašulgaftums,aši͔ńe,cognate_external_0003869
туксу,jəraq,Gurindji,the bed,The house,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,туксу,jəraq,noncognate_external_0001006
găn,kanjiru,Japanese,to feel,Sense perception,Verb,2630.0,Japanese-15-72-2,21244.0,21.0,21.0,nucl1643,Chinese,mand1415,15-72,1079.0,FEEL,1. clearly borrowed,1.0,,,1,positive,wold_positive,găn,kanjiru,pos_0002548
ašolgadoms,ašulgaftums,Indonesian,with,Miscellaneous function words,Function word,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ašolgadoms,ašulgaftums,cognate_external_0009140
goître,goitre,English,the goitre/goiter,The body,Noun,10165.0,English-4-842-1,7369.0,13.0,13.0,stan1293,French,stan1290,4-842,1957.0,GOITER,1. clearly borrowed,1.0,,,1,positive,wold_positive,goître,goitre,pos_0009735
car,lkař,Tarifiyt Berber,the bus,Modern world,Noun,14124.0,TarifiytBerber-23-15-2,2873.0,6.0,6.0,tari1263,French,stan1290,23-15,1070.0,BUS,1. clearly borrowed,1.0,,,1,positive,wold_positive,car,lkař,pos_0013466
yókì,háyáaûíi,Hausa,the smoke,The physical world,Noun,10696.0,Hausa-1-83-1,10728.0,4.0,4.0,haus1257,Bantu,,1-83,778.0,SMOKE (EXHAUST),4. very little evidence for borrowing,0.25,,,1,positive,wold_positive,yókì,háyáaûíi,pos_0010259
kallantyú,"kallanťú, kallanťúva",Selice Romani,the latch or door-bolt,The house,Noun,509.0,SeliceRomani-7-231-2,48421.0,9.0,9.0,west2376,Hungarian,hung1274,7-231,1012.0,LATCH,1. clearly borrowed,1.0,,,1,positive,wold_positive,kallantyú,"kallanťú, kallanťúva",pos_0000497
drǔznati,a (în)drăzni,Romanian,to dare,Emotions and values,Verb,12074.0,Romanian-16-51-1,44396.0,8.0,8.0,roma1327,Slavic,,16-51,1779.0,DARE,1. clearly borrowed,1.0,,,1,positive,wold_positive,drǔznati,a (în)drăzni,pos_0011525
pūbēs,pubic hair,English,the pubic hair,The body,Noun,10139.0,English-4-145-1,7232.0,13.0,13.0,stan1293,Latin,,4-145,36.0,PUBIC HAIR,1. clearly borrowed,1.0,,,1,positive,wold_positive,pūbēs,pubic hair,pos_0009709
ἐννιά [ennjá],eňňa,Selice Romani,nine,Quantity,Function word,781.0,SeliceRomani-13-09-1,48898.0,9.0,9.0,west2376,Greek,mode1248,13-09,1483.0,NINE,1. clearly borrowed,1.0,,,1,positive,wold_positive,ἐννιά [ennjá],eňňa,pos_0000768
ioрю̂къ,джурегымъ,Kanuri,the ditch,Agriculture and vegetation,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ioрю̂къ,джурегымъ,cognate_external_0007942
ɨrɑχ,ɯɾᴀːẍ̠,Malagasy,the cape,The physical world,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ɨrɑχ,ɯɾᴀːẍ̠,cognate_external_0008476
akšə̑lgə̑ftan,akšaza,English,the enemy,Social and political relations,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,akšə̑lgə̑ftan,akšaza,cognate_external_0010246
ашо,oʂ̺ə,Swahili,the older sibling,Kinship,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ашо,oʂ̺ə,cognate_external_0004265
dawa,dawa (2),Iraqw,the pill or tablet,Modern world,Noun,1745.0,Iraqw-23-22-1,19643.0,2.0,2.0,iraq1241,Swahili,swah1253,23-22,395.0,PILL,1. clearly borrowed,1.0,,,1,positive,wold_positive,dawa,dawa (2),pos_0001706
pie,ɟʝyrek,Hausa,the button,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,pie,ɟʝyrek,noncognate_external_0002389
hjarta,jerәk,Thai,the dust,The physical world,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,hjarta,jerәk,cognate_external_0008024
arroz,7aros,Zinacantán Tzotzil,the rice,Agriculture and vegetation,Noun,6237.0,ZinacantanTzotzil-8-48-1,57531.0,33.0,33.0,tzot1259,Spanish,stan1288,8-48,926.0,RICE,1. clearly borrowed,1.0,,,1,positive,wold_positive,arroz,7aros,pos_0005926
юряк,ioрю̂къ,Swahili,the window,The house,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,юряк,ioрю̂къ,cognate_external_0001748
đ'alama,đ'řəm,Tarifiyt Berber,the blame,Emotions and values,Noun,13811.0,TarifiytBerber-16-78-1,2607.0,6.0,6.0,tari1263,Classical Arabic,,16-78,381.0,BLAME,1. clearly borrowed,1.0,,,1,positive,wold_positive,đ'alama,đ'řəm,pos_0013205
suovatta,sūvv'ed',Kildin Saami,Saturday,Time,Noun,4321.0,KildinSaami-14-68-1,27112.0,14.0,14.0,kild1236,Karelian,kare1335,14-68,1700.0,SATURDAY,1. clearly borrowed,1.0,,,1,positive,wold_positive,suovatta,sūvv'ed',pos_0004225
kulat,hòlatra,Malagasy,the mushroom,Agriculture and vegetation,Noun,3077.0,Malagasy-8-98-1,30002.0,28.0,28.0,plat1254,Malay,stan1306,8-98,641.0,MUSHROOM,3. perhaps borrowed,0.5,,,1,positive,wold_positive,kulat,hòlatra,pos_0002990
dirrgba,tirrkkaji,Gurindji,the police,Modern world,Noun,20408.0,Gurindji-23-33-1,10641.0,31.0,31.0,guri1247,Wardaman,ward1246,23-33,656.0,POLICE,2. probably borrowed,0.75,,,1,positive,wold_positive,dirrgba,tirrkkaji,pos_0019410
akšə̑lgə̑ftan,akšə̑lgə̑ftə̑ms,Saramaccan,the fine,Law,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,akšə̑lgə̑ftan,akšə̑lgə̑ftə̑ms,cognate_external_0010264
Bucht,buchta,Lower Sorbian,the bay,The physical world,Noun,18052.0,LowerSorbian-1-34-1,27545.0,10.0,10.0,lowe1385,New High German,stan1295,1-34,663.0,BAY,1. clearly borrowed,1.0,,,1,positive,wold_positive,Bucht,buchta,pos_0017159
jəraq,múina,Otomi,the thing,Possession,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,jəraq,múina,noncognate_external_0008620
molina,molen,Dutch,the mill,Food and drink,Noun,15832.0,Dutch-5-57-1,5891.0,12.0,12.0,dutc1256,Latin,,5-57,636.0,MILL,1. clearly borrowed,1.0,,,1,positive,wold_positive,molina,molen,pos_0015040
mast,masuto,Japanese,the mast,Motion,Noun,2410.0,Japanese-10-87-2,20860.0,21.0,21.0,nucl1643,English,stan1293,10-87,184.0,MAST,1. clearly borrowed,1.0,,,1,positive,wold_positive,mast,masuto,pos_0002338
jaal,2tsali,Manange,the fishnet,Warfare and hunting,Noun,88.0,Manange-20-54-1,32017.0,17.0,17.0,mana1288,Nepali,nepa1252,20-54,388.0,FISHNET,2. probably borrowed,0.75,,,1,positive,wold_positive,jaal,2tsali,pos_0000087
mùnkí,ďolo,Kildin Saami,the church,Religion and belief,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mùnkí,ďolo,noncognate_external_0002615
guu1,kuk,Indonesian,the yoke,Motion,Noun,14322.0,Indonesian-10-78-1,17471.0,27.0,27.0,indo1316,Old Thai,,10-78,14.0,YOKE,3. perhaps borrowed,0.5,,,1,positive,wold_positive,guu1,kuk,pos_0013663
kɵj,tuγə,Kanuri,the olive,Food and drink,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,kɵj,tuγə,noncognate_external_0004387
múrúi,ɯ̽rɑqh,Tarifiyt Berber,the rape,Law,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,múrúi,ɯ̽rɑqh,noncognate_external_0005059
ratha,pâaythabianrót,Thai,the license plate,Modern world,Noun,21050.0,Thai-23-35-1,56793.0,23.0,23.0,thai1261,Sanskrit,sans1269,23-35,1790.0,LICENSE PLATE,5. no evidence for borrowing,0.0,,,1,positive,wold_positive,ratha,pâaythabianrót,pos_0020048
kɵj,xorɨ,English,the plot,Social and political relations,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,kɵj,xorɨ,cognate_external_0003656
petlaçolcuatl,xifik'eñä,Otomi,the centipede,Animals,Noun,16731.0,Otomi-3-814-1,38461.0,35.0,35.0,mezq1235,Nahuatl,,3-814,1974.0,CENTIPEDE,5. no evidence for borrowing,0.0,,,1,positive,wold_positive,petlaçolcuatl,xifik'eñä,pos_0015932
tsatsa,ţaţă,Romanian,the aunt,Kinship,Noun,11393.0,Romanian-2-52-3,42854.0,8.0,8.0,roma1327,Greek,mode1248,2-52,1272.0,AUNT,1. clearly borrowed,1.0,,,1,positive,wold_positive,tsatsa,ţaţă,pos_0010853
ayunar,ayunana,Imbabura Quechua,to fast,Religion and belief,Verb,16632.0,ImbaburaQuechua-22-26-1,16302.0,37.0,37.0,imba1240,Spanish,stan1288,22-26,303.0,ABSTAIN FROM FOOD,1. clearly borrowed,1.0,,,1,positive,wold_positive,ayunar,ayunana,pos_0015833
măin,amargu,White Hmong,the sugar,Food and drink,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,măin,amargu,noncognate_external_0000799
jaguár,jaguári,Selice Romani,the jaguar,Animals,Noun,265.0,SeliceRomani-3-9-1,48048.0,9.0,9.0,west2376,Czech,czec1258,3-9,1250.0,JAGUAR,1. clearly borrowed,1.0,,,1,positive,wold_positive,jaguár,jaguári,pos_0000258
tshjangX,txhav,White Hmong,to steal,Law,Verb,7742.0,WhiteHmong-21-51-2,61192.0,25.0,25.0,hmon1333,Middle Chinese,midd1344,21-51,713.0,STEAL,1. clearly borrowed,1.0,,,1,positive,wold_positive,tshjangX,txhav,pos_0007360
fieltro,fyeltro,Otomi,the felt,Clothing and grooming,Noun,16757.0,Otomi-6-27-1,38871.0,35.0,35.0,mezq1235,Spanish,stan1288,6-27,325.0,FELT,1. clearly borrowed,1.0,,,1,positive,wold_positive,fieltro,fyeltro,pos_0015958
akaszt,akastinen,Selice Romani,to hang up,Basic actions and technology,Verb,623.0,SeliceRomani-9-341-1,48578.0,9.0,9.0,west2376,Hungarian,hung1274,9-341,357.0,HANG UP,1. clearly borrowed,1.0,,,1,positive,wold_positive,akaszt,akastinen,pos_0000611
aevum,age,English,the age,Time,Noun,14922.0,English-14-12-1,8006.0,13.0,13.0,stan1293,Latin,,14-12,1789.0,AGE,1. clearly borrowed,1.0,,,1,positive,wold_positive,aevum,age,pos_0014262
